message;severity;node;stamp;topics;location
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.293969191";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.293966231";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.278250385";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.278116765";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.262393350";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.262420701";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.247061549";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.247039979";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.229523402";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.229974203";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.214013368";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.214004461";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.198231373";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.197801648";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.182555964";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.182284219";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.166461728";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.165910946";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.150183564";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.149988929";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.134119600";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.133951987";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.118478335";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.117400184";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.101877922";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.101882865";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.086443869";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.086058397";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.070198956";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.069849622";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.054707326";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.054570269";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.038329420";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.038329705";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.024385786";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.024382415";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782915.008420949";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782915.008424521";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.990188461";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.990147223";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.973441708";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.973215924";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.959877150";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.960057688";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.942024844";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.942023372";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.926382852";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.926051461";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.910186741";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.910311235";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.895002898";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.894737190";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.878251987";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.877964228";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.862327440";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.862327034";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.848722266";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.848725718";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.830393032";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.830135379";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.816648968";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.816469852";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.798244146";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.797809612";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.782274730";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.782218455";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.767607906";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.767374168";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.751016555";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.749857091";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.736920004";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.734845180";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim2/sim";"1651782914.717834463";"/rosout,/turtlesim2/turtle1/color_sensor,/turtlesim2/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"4";"/turtlesim3/sim";"1651782914.717602136";"/rosout,/turtlesim3/turtle1/color_sensor,/turtlesim3/turtle1/pose";"/tmp/binarydeb/ros-melodic-turtlesim-0.9.3/src/turtle.cpp:Turtle::update:169"
